product_id,product_name,category,unit_price,active_flag
PROD00480,Optimized multimedia pricing structure,Grocery,159.16,True
PROD00481,Reactive static superstructure,Grocery,358.32,True
PROD00482,Inverse radical definition,Beauty,301.42,True
PROD00483,Down-sized asynchronous encryption,Electronics,344.19,True
PROD00484,Multi-channeled object-oriented installation,Home,227.77,True
PROD00485,Decentralized motivating secured line,Beauty,287.11,True
PROD00486,Expanded actuating protocol,Electronics,247.01,True
PROD00487,Persevering uniform solution,Beauty,47.46,True
PROD00488,Exclusive solution-oriented focus group,Grocery,136.75,True
PROD00489,Team-oriented national access,Sports,240.83,True
PROD00490,Virtual 6thgeneration collaboration,Grocery,423.41,True
PROD00491,Digitized stable instruction set,Toys,26.85,True
PROD00492,Fundamental coherent hardware,Apparel,48.91,True
PROD00493,Seamless modular protocol,Electronics,127.44,True
PROD00494,Devolved 24/7 groupware,Sports,228.19,True
PROD00495,Managed explicit moratorium,Beauty,141.42,True
PROD00496,Diverse object-oriented model,Grocery,206.5,True
PROD00497,Polarized neutral benchmark,Home,118.21,True
PROD00498,Universal reciprocal circuit,Electronics,287.59,True
PROD00499,Cloned well-modulated website,Apparel,146.26,True
PROD00500,Horizontal methodical software,Beauty,447.78,True
PROD00501,Function-based real-time superstructure,Grocery,302.51,True
PROD00502,Quality-focused even-keeled knowledge user,Home,136.71,True
PROD00503,Integrated human-resource ability,Home,390.19,True
PROD00504,Implemented context-sensitive paradigm,Toys,362.43,True
PROD00505,Fully-configurable logistical benchmark,Apparel,125.09,False
PROD00506,Polarized uniform neural-net,Apparel,383.88,True
PROD00507,Function-based systemic leverage,Electronics,251.95,True
PROD00508,Enterprise-wide attitude-oriented firmware,Beauty,70.07,False
PROD00509,Optional attitude-oriented knowledgebase,Apparel,423.73,True
PROD00510,Enterprise-wide modular Graphical User Interface,Toys,288.21,True
PROD00511,Public-key actuating workforce,Grocery,229.11,True
PROD00512,Future-proofed grid-enabled website,Grocery,83.56,True
PROD00513,Digitized regional contingency,Electronics,36.34,True
PROD00514,Optimized local interface,Electronics,145.74,True
PROD00515,Secured motivating model,Books,339.73,True
PROD00516,Streamlined regional knowledgebase,Beauty,444.73,True
PROD00517,Reverse-engineered needs-based moderator,Toys,393.83,True
PROD00518,Persistent methodical groupware,Beauty,376.56,True
PROD00519,Implemented even-keeled groupware,Beauty,85.95,True
PROD00520,Profound empowering knowledge user,Apparel,403.0,True
PROD00521,Virtual explicit architecture,Toys,421.45,True
PROD00522,Front-line even-keeled ability,Beauty,193.14,True
PROD00523,Customizable reciprocal challenge,Electronics,159.33,True
PROD00524,Up-sized optimal solution,Electronics,110.14,True
PROD00525,Extended intangible ability,Apparel,226.62,True
PROD00526,Team-oriented full-range portal,Apparel,325.59,True
PROD00527,Optional contextually-based standardization,Grocery,73.73,True
PROD00528,Persevering full-range protocol,Books,128.7,True
PROD00529,Cloned tangible paradigm,Books,187.67,True
PROD00530,Expanded eco-centric implementation,Apparel,209.65,True
PROD00531,Fully-configurable multi-state portal,Apparel,448.83,True
PROD00532,Assimilated bifurcated collaboration,Sports,188.9,True
PROD00533,Grass-roots multi-tasking forecast,Beauty,443.86,True
PROD00534,Implemented mission-critical portal,Home,300.32,True
PROD00535,Fully-configurable interactive success,Books,23.14,True
PROD00536,Synchronized grid-enabled installation,Books,36.67,True
PROD00537,Decentralized asymmetric hierarchy,Sports,461.23,True
PROD00538,Open-source neutral website,Home,75.53,True
PROD00539,Open-architected client-driven strategy,Sports,32.76,True
PROD00540,De-engineered tangible encoding,Toys,15.0,True
PROD00541,Centralized maximized algorithm,Books,175.42,True
PROD00542,Switchable intangible groupware,Toys,28.31,True
PROD00543,Seamless eco-centric model,Home,442.12,True
PROD00544,Assimilated foreground emulation,Beauty,382.53,False
PROD00545,Customer-focused homogeneous alliance,Home,499.33,True
PROD00546,De-engineered tertiary capacity,Beauty,167.09,True
PROD00547,Organized scalable framework,Sports,74.54,True
PROD00548,Front-line dynamic application,Grocery,49.32,True
PROD00549,Extended leadingedge service-desk,Beauty,112.46,False
PROD00550,Enhanced solution-oriented structure,Electronics,476.92,True
PROD00551,Versatile mobile architecture,Grocery,210.54,True
PROD00552,Public-key incremental productivity,Apparel,215.18,True
PROD00553,Streamlined cohesive forecast,Grocery,3.28,True
PROD00554,Innovative logistical help-desk,Electronics,134.96,True
PROD00555,Operative content-based architecture,Home,111.89,True
PROD00556,Customer-focused clear-thinking product,Apparel,462.64,True
PROD00557,Compatible demand-driven moratorium,Home,335.7,True
PROD00558,Total 24/7 matrix,Toys,309.55,True
PROD00559,Quality-focused contextually-based open architecture,Books,477.97,True
PROD00560,Pre-emptive needs-based task-force,Toys,316.87,True
PROD00561,Business-focused hybrid instruction set,Apparel,334.87,True
PROD00562,Compatible foreground standardization,Sports,403.68,True
PROD00563,Innovative grid-enabled process improvement,Grocery,115.42,False
PROD00564,Profound full-range migration,Books,138.28,True
PROD00565,Open-architected homogeneous emulation,Sports,250.94,True
PROD00566,Multi-channeled intermediate Graphic Interface,Beauty,28.49,True
PROD00567,Triple-buffered explicit artificial intelligence,Sports,55.93,True
PROD00568,Programmable 4thgeneration concept,Grocery,422.71,True
PROD00569,Self-enabling neutral software,Grocery,233.78,True
PROD00570,Programmable context-sensitive Graphical User Interface,Home,349.6,True
PROD00571,Devolved asynchronous concept,Beauty,372.03,True
PROD00572,Switchable multi-state strategy,Toys,151.65,True
PROD00573,Quality-focused homogeneous Internet solution,Books,474.4,True
PROD00574,Reduced 6thgeneration functionalities,Toys,463.28,True
PROD00575,Seamless encompassing info-mediaries,Beauty,408.09,True
PROD00576,Reverse-engineered transitional portal,Books,489.24,True
PROD00577,Progressive well-modulated function,Toys,61.76,True
PROD00578,Enhanced national middleware,Books,464.13,True
PROD00579,Diverse system-worthy monitoring,Grocery,204.44,True
PROD00580,Horizontal local alliance,Sports,123.89,True
PROD00581,Managed coherent analyzer,Toys,82.12,True
PROD00582,Fully-configurable attitude-oriented secured line,Beauty,427.04,True
PROD00583,Face-to-face systematic concept,Home,398.71,False
PROD00584,Seamless needs-based open architecture,Beauty,247.85,True
PROD00585,Persevering background utilization,Apparel,495.94,False
PROD00586,Upgradable web-enabled concept,Apparel,19.24,True
PROD00587,Expanded value-added complexity,Toys,340.33,True
PROD00588,Ameliorated demand-driven Internet solution,Toys,334.03,True
PROD00589,Multi-tiered multi-state Internet solution,Apparel,446.76,True
PROD00590,Implemented clear-thinking toolset,Electronics,498.17,True
PROD00591,Organic value-added matrices,Electronics,308.34,True
PROD00592,Quality-focused human-resource challenge,Grocery,395.4,True
PROD00593,Optimized needs-based standardization,Books,56.45,True
PROD00594,Switchable zero-defect Graphical User Interface,Home,416.41,True
PROD00595,Enterprise-wide methodical circuit,Home,232.78,True
PROD00596,Progressive maximized support,Apparel,322.8,True
PROD00597,Multi-tiered 4thgeneration success,Home,249.72,True
PROD00598,Fully-configurable coherent ability,Sports,18.92,True
PROD00599,Profit-focused mission-critical knowledge user,Apparel,348.37,True
PROD00600,Realigned directional flexibility,Toys,476.0,True
PROD00601,Organic attitude-oriented synergy,Beauty,210.73,True
PROD00602,Adaptive incremental contingency,Sports,334.13,True
PROD00603,Synchronized national emulation,Books,76.91,True
PROD00604,Face-to-face encompassing productivity,Home,32.2,True
PROD00605,Sharable grid-enabled system engine,Apparel,56.51,True
PROD00606,Versatile scalable strategy,Apparel,362.22,True
PROD00607,Multi-layered mission-critical encryption,Toys,344.8,True
PROD00608,Mandatory interactive conglomeration,Books,219.36,True
PROD00609,Ergonomic solution-oriented capacity,Sports,468.91,True
PROD00610,Organized modular project,Books,329.12,True
PROD00611,Universal zero administration alliance,Beauty,98.17,True
PROD00612,Centralized eco-centric groupware,Electronics,421.04,True
PROD00613,Extended global moderator,Beauty,95.72,True
PROD00614,Multi-channeled tertiary paradigm,Beauty,392.51,True
PROD00615,Phased didactic approach,Books,69.05,True
PROD00616,De-engineered zero-defect Local Area Network,Beauty,330.23,True
PROD00617,Face-to-face value-added productivity,Apparel,6.7,True
PROD00618,Synchronized clear-thinking concept,Sports,209.65,True
PROD00619,Reactive grid-enabled workforce,Toys,76.64,True
PROD00620,Organized 3rdgeneration function,Grocery,257.85,True
PROD00621,Triple-buffered cohesive toolset,Sports,453.93,True
PROD00622,Function-based 6thgeneration task-force,Beauty,22.11,False
PROD00623,Upgradable coherent groupware,Toys,356.55,True
PROD00624,Mandatory global frame,Toys,170.58,True
PROD00625,Open-source multi-state portal,Grocery,107.9,True
PROD00626,Up-sized tangible software,Sports,266.84,True
PROD00627,Face-to-face optimal utilization,Grocery,219.16,True
PROD00628,Organized logistical projection,Electronics,229.11,True
PROD00629,Automated explicit benchmark,Sports,270.78,True
PROD00630,Customer-focused intangible matrices,Electronics,144.39,False
PROD00631,Realigned national architecture,Home,238.84,True
PROD00632,Multi-lateral zero tolerance paradigm,Books,457.31,True
PROD00633,Operative scalable toolset,Grocery,461.78,True
PROD00634,Horizontal impactful project,Grocery,226.29,True
PROD00635,Persevering discrete moderator,Electronics,408.92,True
PROD00636,Object-based zero tolerance Graphical User Interface,Sports,199.22,False
PROD00637,Multi-tiered real-time access,Grocery,23.15,True
PROD00638,Innovative even-keeled migration,Books,121.77,False
PROD00639,Synchronized empowering synergy,Electronics,479.44,True
PROD00640,Synchronized intermediate methodology,Sports,269.02,True
PROD00641,User-friendly discrete database,Beauty,11.12,True
PROD00642,Enterprise-wide transitional conglomeration,Sports,385.14,True
PROD00643,Secured asynchronous solution,Books,494.47,True
PROD00644,Diverse executive moratorium,Sports,390.5,True
PROD00645,Robust full-range help-desk,Beauty,281.7,True
PROD00646,Public-key maximized solution,Grocery,10.06,True
PROD00647,Organic 4thgeneration access,Toys,324.48,True
PROD00648,Switchable interactive complexity,Electronics,52.43,True
PROD00649,Front-line systematic pricing structure,Sports,87.0,True
PROD00650,Fundamental foreground paradigm,Sports,209.54,True
PROD00651,Reverse-engineered systematic focus group,Grocery,365.39,True
PROD00652,Diverse intangible focus group,Sports,156.82,True
PROD00653,Automated mobile installation,Home,40.88,True
PROD00654,Assimilated scalable open architecture,Home,426.96,False
PROD00655,Right-sized fresh-thinking database,Grocery,35.79,True
PROD00656,Centralized attitude-oriented capacity,Sports,482.68,True
PROD00657,Universal actuating definition,Books,170.75,True
PROD00658,Fully-configurable object-oriented migration,Books,256.86,True
PROD00659,Assimilated system-worthy capability,Sports,393.39,True
PROD00660,Front-line uniform middleware,Home,178.56,True
PROD00661,Proactive background task-force,Grocery,274.02,True
PROD00662,Multi-tiered client-server moratorium,Electronics,455.73,True
PROD00663,Face-to-face dynamic help-desk,Home,496.09,True
PROD00664,Optimized neutral process improvement,Toys,82.69,True
PROD00665,Business-focused fresh-thinking neural-net,Grocery,240.91,True
PROD00666,Vision-oriented asynchronous alliance,Toys,17.81,True
PROD00667,Quality-focused systematic adapter,Beauty,54.47,True
PROD00668,Customizable high-level data-warehouse,Beauty,108.54,True
PROD00669,Expanded logistical focus group,Books,387.41,True
PROD00670,Exclusive fresh-thinking initiative,Home,488.14,True
PROD00671,Persevering 3rdgeneration capacity,Books,280.06,True
PROD00672,Sharable solution-oriented knowledge user,Toys,322.34,True
PROD00673,Pre-emptive composite migration,Electronics,21.08,True
PROD00674,Visionary logistical archive,Toys,11.51,True
PROD00675,Intuitive homogeneous hierarchy,Toys,325.41,True
PROD00676,Robust intermediate protocol,Electronics,484.88,True
PROD00677,Secured holistic Local Area Network,Home,69.64,True
PROD00678,Total optimal secured line,Home,297.66,True
PROD00679,Implemented heuristic methodology,Toys,62.52,True
PROD00680,Mandatory non-volatile Graphical User Interface,Toys,125.28,True
PROD00681,Seamless non-volatile hub,Beauty,148.85,True
PROD00682,Multi-layered 4thgeneration Graphical User Interface,Electronics,469.71,True
PROD00683,Inverse solution-oriented encoding,Apparel,348.87,True
PROD00684,Team-oriented responsive info-mediaries,Apparel,142.49,True
PROD00685,Devolved non-volatile strategy,Home,487.64,True
PROD00686,Self-enabling attitude-oriented intranet,Books,156.27,True
PROD00687,Customizable exuding migration,Electronics,16.0,True
PROD00688,Multi-lateral executive archive,Apparel,356.76,True
PROD00689,Realigned directional process improvement,Home,183.18,True
PROD00690,Monitored cohesive solution,Sports,384.7,True
PROD00691,Intuitive clear-thinking support,Home,93.76,True
PROD00692,Switchable high-level circuit,Home,118.07,True
PROD00693,Centralized logistical secured line,Home,406.35,True
PROD00694,Vision-oriented multi-tasking project,Sports,453.44,True
PROD00695,Profit-focused cohesive time-frame,Home,447.98,True
PROD00696,Virtual asynchronous infrastructure,Electronics,158.01,True
PROD00697,Streamlined foreground attitude,Home,329.98,True
PROD00698,Cloned reciprocal product,Electronics,71.04,True
PROD00699,Triple-buffered contextually-based array,Electronics,56.09,True
PROD00700,Innovative holistic matrix,Books,405.32,True
PROD00701,Implemented tertiary frame,Home,134.35,True
PROD00702,Intuitive coherent approach,Grocery,43.76,True
PROD00703,Expanded 6thgeneration utilization,Home,316.53,False
PROD00704,Synchronized client-driven leverage,Grocery,365.19,True
PROD00705,Self-enabling human-resource task-force,Grocery,494.85,False
PROD00706,Secured empowering Local Area Network,Sports,289.62,True
PROD00707,Exclusive 4thgeneration migration,Grocery,247.85,True
PROD00708,Upgradable zero-defect neural-net,Beauty,107.87,True
PROD00709,Digitized exuding approach,Grocery,413.04,True
PROD00710,Ergonomic upward-trending hierarchy,Apparel,204.05,True
PROD00711,Synergized disintermediate conglomeration,Sports,136.87,True
PROD00712,Up-sized background toolset,Home,354.33,True
PROD00713,Down-sized user-facing forecast,Books,3.72,True
PROD00714,Horizontal 24/7 support,Grocery,374.15,True
PROD00715,Total context-sensitive paradigm,Apparel,407.78,True
PROD00716,Exclusive zero administration Internet solution,Grocery,68.83,False
PROD00717,Focused explicit project,Grocery,373.21,True
PROD00718,Ameliorated object-oriented extranet,Beauty,69.08,True
PROD00719,Cross-group context-sensitive website,Home,288.56,True
PROD00720,Universal background neural-net,Home,415.5,False
PROD00721,Automated high-level structure,Home,172.65,True
PROD00722,Switchable composite help-desk,Apparel,362.98,True
PROD00723,Polarized object-oriented functionalities,Toys,164.58,True
PROD00724,Reduced non-volatile approach,Sports,223.38,True
PROD00725,Triple-buffered 4thgeneration forecast,Apparel,105.77,True
PROD00726,Polarized real-time extranet,Grocery,246.49,True
PROD00727,Cross-group client-driven website,Beauty,27.32,False
PROD00728,Streamlined disintermediate collaboration,Books,81.83,True
PROD00729,Inverse exuding installation,Electronics,374.92,True
PROD00730,Advanced background neural-net,Grocery,208.46,True
PROD00731,Right-sized background toolset,Apparel,143.87,True
PROD00732,Customizable demand-driven website,Electronics,238.2,True
PROD00733,Innovative user-facing superstructure,Home,294.48,True
PROD00734,Focused empowering website,Grocery,226.32,True
PROD00735,Profit-focused tertiary hierarchy,Sports,420.22,True
PROD00736,Phased asymmetric customer loyalty,Sports,82.75,True
PROD00737,Extended radical throughput,Apparel,11.52,True
PROD00738,Synergized regional Internet solution,Books,194.14,True
PROD00739,Team-oriented context-sensitive Local Area Network,Apparel,57.58,True
PROD00740,Optimized needs-based instruction set,Sports,345.88,True
PROD00741,Cross-group contextually-based methodology,Sports,373.96,False
PROD00742,Front-line explicit capacity,Home,122.89,True
PROD00743,Customizable zero administration budgetary management,Grocery,379.6,True
PROD00744,Distributed 4thgeneration throughput,Apparel,314.88,True
PROD00745,Down-sized regional array,Electronics,77.1,False
PROD00746,Total tertiary database,Beauty,285.27,False
PROD00747,Profit-focused attitude-oriented definition,Grocery,96.12,True
PROD00748,Balanced background frame,Beauty,127.83,True
PROD00749,Reverse-engineered fault-tolerant open architecture,Grocery,315.54,True
PROD00750,Automated cohesive process improvement,Toys,50.76,True
PROD00751,Progressive real-time application,Grocery,445.46,True
PROD00752,Realigned needs-based project,Toys,180.37,True
PROD00753,Progressive transitional architecture,Toys,248.1,True
PROD00754,Reduced homogeneous service-desk,Electronics,345.8,True
PROD00755,Open-source exuding workforce,Apparel,117.96,True
PROD00756,Multi-lateral cohesive core,Grocery,235.14,True
PROD00757,Customizable object-oriented benchmark,Home,54.0,True
PROD00758,Synergistic object-oriented parallelism,Books,360.06,True
PROD00759,Automated multimedia collaboration,Grocery,111.58,True
PROD00760,Cloned static data-warehouse,Sports,8.81,True
PROD00761,Ergonomic fresh-thinking infrastructure,Home,495.68,True
PROD00762,Realigned upward-trending standardization,Books,446.87,True
PROD00763,Expanded bandwidth-monitored intranet,Grocery,307.05,True
PROD00764,Distributed discrete task-force,Sports,396.18,True
PROD00765,Optional responsive initiative,Grocery,24.95,True
PROD00766,Pre-emptive actuating framework,Apparel,329.68,True
PROD00767,Universal tangible architecture,Electronics,463.34,True
PROD00768,Polarized attitude-oriented access,Grocery,398.47,True
PROD00769,Streamlined didactic solution,Home,47.09,True
PROD00770,Reactive non-volatile array,Sports,3.05,True
PROD00771,Secured bifurcated middleware,Toys,377.4,True
PROD00772,Virtual mission-critical frame,Apparel,16.37,True
PROD00773,Automated fresh-thinking algorithm,Electronics,334.65,True
PROD00774,Customizable disintermediate success,Apparel,119.41,False
PROD00775,Expanded zero tolerance complexity,Apparel,100.34,True
PROD00776,Ameliorated well-modulated encryption,Apparel,149.61,True
PROD00777,Future-proofed empowering parallelism,Books,115.14,True
PROD00778,Multi-layered intermediate algorithm,Home,363.69,True
PROD00779,Proactive asynchronous extranet,Toys,314.68,True
PROD00780,Programmable methodical throughput,Sports,417.87,True
PROD00781,Object-based grid-enabled approach,Home,417.31,True
PROD00782,Universal modular knowledgebase,Beauty,6.79,True
PROD00783,Monitored web-enabled strategy,Apparel,343.17,True
PROD00784,Distributed heuristic strategy,Home,45.16,True
PROD00785,Streamlined logistical collaboration,Home,79.41,True
PROD00786,Face-to-face asynchronous implementation,Grocery,350.74,True
PROD00787,Versatile value-added database,Toys,443.53,True
PROD00788,Decentralized hybrid algorithm,Grocery,476.95,True
PROD00789,Exclusive stable methodology,Books,141.75,True
PROD00790,Stand-alone motivating superstructure,Grocery,463.33,True
PROD00791,Compatible background projection,Electronics,100.55,True
PROD00792,Synchronized value-added throughput,Books,463.84,True
PROD00793,Centralized foreground throughput,Home,398.91,True
PROD00794,Team-oriented web-enabled intranet,Electronics,117.18,True
PROD00795,Assimilated content-based task-force,Home,281.35,True
PROD00796,Re-engineered reciprocal implementation,Apparel,29.26,True
PROD00797,Visionary demand-driven approach,Grocery,400.07,True
PROD00798,Optimized impactful Local Area Network,Electronics,255.68,True
PROD00799,Ameliorated 24/7 hardware,Home,123.02,True
PROD00800,Right-sized real-time focus group,Toys,263.96,True
